room_type_num,longitude,latitude,availability_365,minimum_nights,number_of_reviews,neigh_num,price
1,-73.94099,40.8096,0,1,0,94,4.499809670330265
2,-73.98702,40.76502,174,1,59,95,4.31748811353631
0,-73.92908,40.68965,161,4,13,13,4.700480365792417
0,-73.97251,40.68056,0,2,5,157,5.616771097666572
0,-73.91039,40.76462,365,2,0,4,5.19295685089021
1,-73.93686,40.68102,0,4,6,13,3.8066624897703196
1,-73.81865,40.74729,362,1,92,77,4.0943445622221
0,-73.98071,40.72208,0,3,5,64,5.3471075307174685
1,-73.97914,40.72492,0,6,1,64,4.382026634673881
0,-73.95537,40.71282,0,3,8,212,4.941642422609304
1,-73.90346,40.84992,0,1,6,135,3.912023005428146
1,-73.92878,40.85308,0,3,71,204,4.007333185232471
1,-73.9903,40.68558,125,1,75,19,4.59511985013459
0,-73.95633,40.79998,20,3,18,94,5.521460917862246
0,-73.94357,40.70017,0,3,2,13,4.74493212836325
0,-73.97912,40.66453,213,3,62,180,5.1647859739235145
2,-73.98566,40.76658,23,1,0,95,4.23410650459726
1,-73.98691,40.72525,36,6,10,64,4.442651256490317
1,-73.98476,40.7229,9,1,6,64,4.204692619390966
1,-73.96903,40.80377,188,1,30,200,5.093750200806762
1,-73.95511,40.73616,0,3,0,91,4.553876891600541
1,-73.96127,40.69218,20,2,32,41,4.499809670330265
1,-73.88222,40.76078,76,1,1,59,4.248495242049359
0,-73.96803,40.67454,0,1,24,157,6.309918278226516
1,-73.90741,40.69316,29,4,0,28,3.6109179126442243
0,-73.94947,40.63682,44,1,6,60,5.0106352940962555
0,-73.9775,40.74742,0,3,27,136,5.293304824724492
0,-73.98636,40.75092,0,2,5,126,5.66988092298052
0,-73.97327,40.68983,171,1,75,80,4.8283137373023015
0,-73.99822,40.75338,320,12,0,34,5.91350300563827
1,-73.97975,40.73903,6,1,1,111,4.605170185988092
0,-73.94349,40.68466,103,2,4,13,4.31748811353631
0,-73.98569,40.76264,344,30,3,189,5.075173815233827
0,-73.95241,40.65301,0,3,64,60,4.74493212836325
1,-73.93943,40.82655,365,3,19,94,4.3694478524670215
1,-73.91399,40.68603,130,12,2,28,4.143134726391533
0,-74.03145,40.6327,15,5,0,7,4.8283137373023015
1,-73.93288,40.69422,32,4,58,13,3.6635616461296463
1,-73.94231,40.67865,0,1,4,13,4.31748811353631
2,-73.92983,40.6951,73,1,124,28,3.367295829986474
0,-73.9911,40.72677,121,4,6,64,6.214608098422191
0,-73.94952,40.80709,192,2,232,94,4.90527477843843
0,-73.96812,40.80253,0,4,4,200,5.247024072160486
0,-73.98798,40.77388,329,30,0,200,5.616771097666572
1,-73.9184,40.65554,365,7,0,60,4.248495242049359
0,-73.97884,40.74005,312,30,0,111,5.66988092298052
0,-73.94223,40.83091,253,5,38,94,4.90527477843843
1,-73.95399,40.79935,0,1,2,94,4.634728988229636
0,-73.96339,40.80491,3,1,1,129,4.90527477843843
1,-73.97242,40.7564,180,1,1,126,6.052089168924417
0,-74.01221,40.70735,346,2,1,73,5.3706380281276624
0,-73.964,40.76692,87,15,0,199,5.991464547107982
0,-73.79683,40.59125,362,2,1,3,4.859812404361672
1,-73.96696,40.71639,0,1,8,212,5.298317366548036
1,-73.94977,40.77975,319,1,160,199,4.382026634673881
0,-73.95261,40.7323,0,2,3,91,5.0106352940962555
0,-73.97882,40.67177,0,3,22,150,5.43372200355424
1,-73.98288,40.72792,0,15,6,64,4.700480365792417
0,-73.99703,40.71283,153,30,37,35,4.9344739331306915
0,-73.92157,40.68139,281,3,1,13,4.174387269895637
1,-73.94513,40.68014,0,1,1,13,3.8066624897703196
0,-73.95454,40.73708,21,10,11,91,4.718498871295094
0,-73.91583,40.69883,0,2,1,28,4.74493212836325
0,-73.99223,40.76143,2,5,17,95,4.941642422609304
0,-73.99274,40.75999,363,30,5,95,5.1647859739235145
0,-73.99506,40.74344,0,2,8,34,5.003946305945459
0,-73.9244,40.68401,135,3,44,13,4.59511985013459
1,-73.8726,40.74467,233,30,0,68,3.258096538021482
1,-73.9647,40.6733,0,1,1,157,3.6888794541139363
1,-73.95919,40.71697,0,1,19,212,4.248495242049359
0,-73.97851,40.77838,0,3,0,200,6.396929655216146
0,-73.79317,40.58781,342,3,0,3,7.313220387090301
1,-73.92212,40.68742,0,1,4,13,4.406719247264253
0,-73.98084,40.73677,0,30,128,86,4.8283137373023015
1,-73.93094,40.69092,0,3,5,13,3.5553480614894135
1,-73.9871,40.72935,0,2,9,64,5.0106352940962555
1,-73.97622,40.76395,365,1,3,126,6.1092475827643655
0,-73.90919,40.82101,0,3,0,117,4.31748811353631
1,-73.92661,40.66858,179,2,25,51,3.912023005428146
0,-73.95229,40.73507,31,7,0,91,5.703782474656201
0,-73.97821,40.73799,266,3,36,111,5.075173815233827
1,-73.99468,40.74511,0,25,0,34,4.927253685157205
0,-73.9603,40.80747,0,1,12,129,4.976733742420574
0,-73.73316,40.6598,65,1,76,169,4.174387269895637
1,-73.9696,40.62245,50,1,1,127,3.5553480614894135
1,-73.93004,40.68732,14,7,2,13,4.204692619390966
0,-73.95618,40.66391,364,2,3,51,4.718498871295094
1,-73.96497,40.71064,0,2,0,212,4.0943445622221
1,-73.93891,40.70867,0,15,1,212,4.174387269895637
1,-73.92651,40.6211,38,2,28,76,3.6109179126442243
1,-73.98662,40.72963,120,1,17,64,4.31748811353631
0,-73.96755,40.68623,0,30,1,41,5.393627546352362
0,-73.93851,40.68424,301,5,2,13,4.787491742782046
0,-73.94719,40.69819,347,2,1,13,5.075173815233827
0,-73.98621,40.67059,0,2,2,150,5.0106352940962555
0,-73.95381,40.70929,0,2,9,212,5.272999558563747
1,-73.98975,40.71629,85,2,6,35,5.616771097666572
1,-73.95541,40.73792,0,7,5,91,4.0943445622221
1,-73.92684,40.66313,322,30,0,60,3.4657359027997265
1,-73.96627,40.79249,20,2,5,200,5.0106352940962555
0,-73.94181,40.68946,201,4,9,13,5.10594547390058
0,-73.95234,40.67406,365,2,22,51,5.003946305945459
1,-74.15485,40.58091,78,1,74,142,3.9512437185814275
1,-73.90435,40.70176,347,30,1,164,3.8066624897703196
0,-74.00254,40.73808,83,30,3,207,5.0106352940962555
0,-73.96096,40.63605,0,2,14,74,4.2626798770413155
0,-73.98782,40.72438,337,30,10,64,4.700480365792417
0,-73.95085,40.69127,327,3,40,13,5.0106352940962555
0,-73.99343,40.72057,264,3,1,118,6.20455776256869
0,-73.99302,40.72347,235,3,130,144,6.476972362889683
1,-74.00059,40.7289,0,7,0,92,4.248495242049359
1,-73.99944,40.75066,52,5,120,34,4.9344739331306915
1,-73.96367,40.75523,0,3,7,126,4.6913478822291435
1,-73.95394,40.82483,6,14,25,94,3.713572066704308
0,-73.98934,40.77174,0,3,16,200,5.298317366548036
1,-73.91572,40.70016,0,12,0,28,3.8066624897703196
1,-73.94328,40.72448,0,5,179,91,4.59511985013459
0,-73.96011,40.80055,0,3,6,200,4.859812404361672
1,-73.9302,40.69892,180,1,4,28,4.276666119016055
1,-73.99253,40.76199,194,1,59,95,4.127134385045092
1,-73.98251,40.73288,5,5,18,86,4.07753744390572
0,-73.96507,40.7551,364,30,0,126,5.953243334287785
1,-73.94034,40.71373,0,3,0,212,4.174387269895637
0,-73.99957,40.72948,188,6,45,92,5.389071729816501
0,-73.93661,40.8415,9,4,0,204,4.672828834461906
1,-73.994,40.76094,59,2,36,95,4.143134726391533
0,-73.98212,40.73505,344,30,9,86,4.941642422609304
0,-73.96651,40.68554,0,3,3,41,4.787491742782046
0,-73.99098,40.76207,127,4,3,95,5.298317366548036
1,-74.06724,40.61353,114,2,88,168,4.007333185232471
0,-73.95937,40.80699,0,4,4,129,4.867534450455582
1,-73.75383,40.71935,0,2,5,159,3.5553480614894135
1,-73.91119,40.70292,0,3,5,164,4.0943445622221
1,-73.95072,40.80934,6,2,66,94,4.07753744390572
0,-73.94547,40.72586,250,2,14,91,5.293304824724492
0,-73.99019,40.75833,0,30,2,95,5.43372200355424
1,-73.95219,40.80094,0,3,65,94,4.248495242049359
0,-73.96517,40.71013,0,5,6,212,5.1647859739235145
1,-73.9962,40.69915,75,1,18,25,4.787491742782046
0,-73.92244,40.69809,357,2,51,28,5.0689042022202315
1,-73.78614,40.69872,349,1,68,104,4.248495242049359
1,-73.96646,40.70834,339,2,0,212,4.0943445622221
0,-73.92461,40.76408,0,14,0,4,5.1647859739235145
0,-73.92378,40.69994,72,5,89,28,4.859812404361672
0,-73.97452,40.78334,121,1,171,200,4.8283137373023015
1,-73.9643,40.6495,0,2,2,74,4.0943445622221
0,-73.99337,40.76435,342,30,3,95,4.8283137373023015
0,-73.98277,40.74234,40,5,0,126,4.976733742420574
0,-73.94982,40.80695,21,2,133,94,4.867534450455582
0,-73.98705,40.72852,0,1,0,64,5.0106352940962555
1,-73.97777,40.72524,203,1,209,64,4.248495242049359
0,-73.94216,40.71998,0,3,3,212,4.976733742420574
0,-73.93722,40.80637,170,1,28,61,4.941642422609304
1,-73.92514,40.76482,0,2,36,4,3.6888794541139363
0,-73.94141,40.80755,247,3,116,61,5.043425116919247
1,-73.86408,40.74223,95,1,4,50,3.912023005428146
0,-73.99454,40.7237,1,5,7,144,5.298317366548036
0,-73.96501,40.67946,156,3,33,157,5.3706380281276624
0,-73.96478,40.64933,0,5,4,74,5.66988092298052
2,-73.90924,40.67797,89,1,11,13,3.5553480614894135
0,-73.97699,40.77794,0,1,0,200,5.991464547107982
1,-73.95847,40.67322,0,5,1,51,3.6375861597263857
0,-73.96647,40.75439,253,28,4,126,6.51471269087253
1,-73.92552,40.70301,358,2,0,28,4.143134726391533
1,-73.90526,40.69102,9,2,38,28,3.8918202981106265
1,-73.91388,40.6988,0,1,2,28,4.442651256490317
1,-73.97542,40.76362,175,1,10,126,5.19295685089021
0,-73.95677,40.67042,154,2,27,51,4.77912349311153
0,-73.91731,40.70506,0,2,9,28,4.605170185988092
1,-73.90715,40.69439,92,30,7,28,3.8066624897703196
0,-73.99965,40.73936,0,3,6,34,5.41610040220442
1,-73.95424,40.76805,10,4,87,199,4.499809670330265
1,-73.81576,40.75637,335,2,63,77,4.605170185988092
0,-73.9218,40.65466,282,4,89,60,4.74493212836325
1,-73.99433,40.72232,0,7,3,144,4.6913478822291435
0,-73.99381,40.76343,339,30,1,95,5.0106352940962555
0,-73.98609,40.68331,0,2,0,85,4.6443908991413725
2,-73.9557,40.76739,0,1,0,199,4.499809670330265
1,-73.94619,40.65546,361,30,0,60,3.8066624897703196
0,-73.98754,40.76542,154,1,61,95,5.703782474656201
0,-74.0004,40.74054,0,6,7,34,5.8998973535824915
1,-73.94319,40.81651,0,1,0,94,4.07753744390572
1,-73.93339,40.69159,0,2,1,13,3.6888794541139363
1,-73.90896,40.77664,0,30,79,54,4.174387269895637
1,-73.97153,40.69399,0,2,0,80,4.31748811353631
0,-73.9852,40.67157,365,7,42,150,4.990432586778736
0,-73.95428,40.71966,0,2,5,91,5.857933154483459
0,-73.87679,40.7583,338,2,3,59,4.718498871295094
0,-73.96977,40.74978,365,30,0,126,5.1647859739235145
0,-73.96872,40.80179,142,2,4,200,5.1647859739235145
1,-73.96242,40.79558,131,1,38,200,5.204006687076795
0,-73.77232,40.7583,108,2,123,11,4.382026634673881
1,-73.95001,40.70658,0,30,0,212,3.8066624897703196
0,-73.99899,40.73383,0,2,0,92,5.298317366548036
0,-73.92855,40.85798,67,7,0,204,4.442651256490317
1,-73.95938,40.71345,7,1,25,212,4.110873864173311
0,-73.95543,40.73475,0,4,4,91,5.0106352940962555
0,-73.94235,40.63575,124,1,5,60,4.442651256490317
0,-74.00324,40.73035,280,30,0,207,5.811140992976701
0,-73.95895,40.71412,67,30,7,212,6.396929655216146
1,-73.99084,40.72221,0,2,0,118,5.298317366548036
1,-73.95974,40.65136,0,5,0,74,3.871201010907891
1,-73.94519,40.66342,316,1,100,158,4.499809670330265
0,-73.95511,40.71808,0,1,12,212,5.0106352940962555
1,-73.98239,40.67603,0,15,3,150,3.7376696182833684
0,-73.96682,40.64938,260,2,1,74,4.700480365792417
0,-73.95434,40.73039,20,7,2,91,5.598421958998375
1,-73.94124,40.81691,27,2,17,94,4.248495242049359
2,-73.94453,40.79905,365,1,1,61,4.31748811353631
1,-73.97355,40.7538,357,3,3,126,5.963579343618446
1,-73.89528,40.85791,211,2,24,78,3.6635616461296463
0,-73.92588,40.84277,34,7,40,96,4.330733340286331
0,-73.99647,40.73868,0,2,4,34,4.867534450455582
0,-73.93903,40.65382,194,1,216,60,5.10594547390058
1,-73.98256,40.7401,314,20,0,111,4.248495242049359
0,-73.98384,40.65854,23,2,24,214,5.703782474656201
0,-73.91402,40.76964,0,3,3,4,5.0106352940962555
0,-73.9673,40.80734,0,3,1,129,5.521460917862246
1,-73.94203,40.81631,0,1,1,94,5.703782474656201
1,-73.90807,40.76888,0,5,0,4,4.248495242049359
0,-73.97945,40.74943,13,2,14,136,5.3471075307174685
0,-73.96693,40.63704,33,3,2,74,4.867534450455582
0,-73.96026,40.8,136,5,6,200,6.082218910376446
0,-73.98882,40.71772,205,3,104,118,5.796057750765372
0,-73.99354,40.66791,70,5,7,85,4.8283137373023015
1,-74.06955,40.59412,89,1,12,2,4.653960350157523
0,-73.99508,40.76509,3,6,1,95,5.187385805840755
0,-73.94699,40.70626,156,4,0,212,5.501258210544727
1,-73.94527,40.71136,90,14,5,212,4.007333185232471
0,-73.96142,40.71294,188,2,27,212,5.3471075307174685
1,-73.87609,40.82864,24,2,6,177,3.8066624897703196
0,-73.982,40.78489,0,90,0,200,4.499809670330265
1,-74.00816,40.70997,0,4,0,73,5.0106352940962555
0,-73.95697,40.71422,30,2,0,212,4.700480365792417
1,-73.9506,40.80394,280,4,18,94,4.23410650459726
0,-73.95761,40.68071,281,30,0,13,5.075173815233827
0,-73.99448,40.76394,4,1,0,95,4.605170185988092
2,-73.9616,40.58017,1,1,1,23,3.912023005428146
1,-73.94086,40.69411,262,3,91,13,3.912023005428146
1,-73.96262,40.7194,0,3,0,212,4.442651256490317
0,-73.9116,40.8753,0,5,0,120,4.499809670330265
1,-73.94615,40.74637,81,2,83,116,4.0943445622221
0,-73.99459,40.75431,267,3,1,95,5.220355825078324
0,-73.98165,40.73028,18,2,19,64,4.941642422609304
0,-74.00593,40.73795,22,3,29,207,6.20455776256869
1,-73.99904,40.74182,19,1,75,34,4.553876891600541
1,-73.98938,40.71391,50,5,8,118,4.110873864173311
1,-73.94153,40.84821,25,2,1,204,3.912023005428146
1,-73.94067,40.68364,320,3,0,13,3.7612001156935624
1,-73.956,40.73099,365,1,0,91,4.77912349311153
0,-73.98327,40.72504,0,12,17,64,5.0106352940962555
1,-73.98724,40.75609,343,1,0,189,4.605170185988092
1,-73.9508,40.8153,0,2,18,94,4.174387269895637
1,-73.94053,40.82243,0,1,3,94,4.248495242049359
1,-73.94142,40.83046,0,1,7,94,3.4011973816621555
0,-73.98003,40.78339,0,4,2,200,5.521460917862246
1,-73.97963,40.72421,3,2,11,64,4.820281565605037
1,-73.9073,40.70173,365,1,10,164,4.0943445622221
0,-73.84408,40.77857,78,1,50,44,4.174387269895637
0,-73.96563,40.63882,33,5,2,74,5.220355825078324
0,-73.99979,40.73951,0,1,4,34,4.74493212836325
1,-73.90849,40.67941,0,4,11,13,4.007333185232471
1,-73.92212,40.7077,7,30,51,28,4.23410650459726
0,-74.00572,40.72605,325,7,1,176,8.006367567650246
0,-73.98589,40.7283,4,3,1,64,4.867534450455582
0,-73.91462,40.70318,0,14,0,28,4.74493212836325
1,-73.95539,40.71599,0,28,0,212,4.605170185988092
1,-73.9091,40.85689,362,5,0,198,3.6888794541139363
1,-73.91924,40.68604,40,5,39,13,3.912023005428146
1,-73.91765,40.70641,37,2,47,28,3.912023005428146
1,-73.95734,40.66981,226,30,2,51,4.219507705176107
0,-73.94732,40.66069,20,2,15,158,4.787491742782046
1,-73.90665,40.67913,170,1,33,13,3.7612001156935624
1,-73.9891,40.71873,0,2,10,118,4.59511985013459
0,-73.96039,40.71591,0,5,1,212,5.1298987149230735
0,-74.00119,40.7433,46,5,0,34,5.598421958998375
2,-73.98016,40.7423,345,2,1,111,3.6635616461296463
1,-73.94837,40.78962,0,4,1,61,4.605170185988092
1,-73.94082,40.68312,118,1,66,13,3.6888794541139363
1,-73.94861,40.78825,49,3,186,61,3.9512437185814275
0,-73.94166,40.68864,0,1,93,13,4.787491742782046
0,-73.99361,40.76464,228,5,46,95,5.298317366548036
0,-74.00524,40.71725,108,3,2,195,5.703782474656201
1,-73.95404,40.77551,358,1,1,199,4.787491742782046
0,-73.91413,40.68633,313,30,3,28,4.442651256490317
0,-73.99706,40.72094,277,3,68,144,5.1647859739235145
0,-73.86,40.71734,332,2,12,162,4.700480365792417
0,-73.94189,40.71618,256,3,164,212,5.262690188904886
0,-73.93711,40.8074,334,1,17,61,5.19295685089021
1,-73.94451,40.80147,78,3,40,61,4.0943445622221
1,-73.99461,40.75423,134,1,75,95,4.787491742782046
0,-73.97998,40.74374,90,7,0,111,5.298317366548036
0,-73.98432,40.76795,2,2,11,95,5.10594547390058
1,-73.98518,40.70287,0,7,0,53,5.298317366548036
0,-73.92416,40.74372,179,1,1,187,5.298317366548036
2,-73.88737,40.85398,358,1,2,16,3.8918202981106265
0,-73.99248,40.68322,0,5,6,31,5.857933154483459
1,-74.00076,40.74513,80,3,100,34,4.553876891600541
1,-73.87644,40.75164,302,1,84,103,3.912023005428146
0,-73.98103,40.74635,0,1,0,126,5.521460917862246
0,-73.91393,40.746,310,2,1,187,5.075173815233827
0,-73.94215,40.83326,318,1,87,204,5.82600010738045
0,-73.96222,40.76139,272,30,4,199,4.382026634673881
0,-73.99456,40.741,240,29,1,34,5.497168225293202
0,-73.94055,40.69329,41,2,12,13,4.31748811353631
1,-73.95735,40.68598,331,15,3,13,3.8066624897703196
1,-73.93087,40.85911,29,2,6,204,3.912023005428146
1,-73.96492,40.64266,269,7,22,74,3.8918202981106265
0,-73.90064,40.7355,285,3,71,122,4.653960350157523
1,-73.96947,40.68528,0,1,0,80,4.2626798770413155
1,-73.98053,40.70257,21,1,53,202,4.382026634673881
1,-73.90756,40.77443,0,1,0,54,4.0943445622221
0,-73.96576,40.80647,0,3,1,129,6.35088571671474
0,-73.96066,40.71317,120,1,13,212,5.075173815233827
1,-73.91562,40.77481,28,2,9,54,3.912023005428146
1,-73.95649,40.80436,0,45,1,94,4.382026634673881
2,-73.98303,40.72376,0,3,10,64,3.4011973816621555
1,-73.9446,40.81589,0,2,0,94,3.58351893845611
0,-73.90637,40.68325,347,2,2,28,4.8283137373023015
1,-73.93885,40.68471,10,2,12,13,3.912023005428146
0,-73.97738,40.7512,241,30,2,136,5.1647859739235145
1,-73.94783,40.82924,0,1,0,94,3.912023005428146
0,-73.982,40.7385,337,30,0,111,5.749392985908253
0,-73.98498,40.66757,101,3,0,180,6.163314804034641
0,-73.94942,40.80653,9,1,15,94,5.075173815233827
1,-73.95229,40.73473,0,21,1,91,3.9889840465642745
1,-73.9622,40.79918,0,1,25,200,4.442651256490317
1,-73.96535,40.67729,135,5,37,157,4.787491742782046
0,-73.96439,40.71101,128,4,2,212,5.247024072160486
0,-74.00698,40.70503,31,29,0,73,5.220355825078324
0,-73.97528,40.68528,0,1,89,80,5.1647859739235145
0,-73.99436,40.71987,0,5,9,144,5.41610040220442
0,-73.96201,40.68384,0,2,4,41,5.857933154483459
1,-73.94662,40.69309,0,1,7,13,4.0943445622221
0,-73.98916,40.72791,0,4,3,64,5.19295685089021
0,-73.92747,40.68448,283,4,70,13,4.700480365792417
1,-73.95574,40.69275,310,2,30,13,4.0943445622221
0,-73.92306,40.70543,0,4,12,28,5.10594547390058
1,-73.94501,40.83124,39,2,59,94,3.6888794541139363
1,-73.90659,40.76994,89,1,0,54,4.653960350157523
0,-73.95466,40.66752,22,2,5,51,4.499809670330265
1,-73.95478,40.78898,0,1,32,61,4.127134385045092
0,-73.95049,40.77914,50,30,1,199,4.605170185988092
1,-73.93858,40.69074,285,1,20,13,4.770684624465665
0,-73.98385,40.72693,0,3,10,64,5.19295685089021
1,-73.94863,40.66801,29,2,0,51,3.912023005428146
0,-73.95321,40.71293,0,7,0,212,5.598421958998375
1,-73.91933,40.705,0,14,0,28,3.295836866004329
1,-74.0072,40.63404,177,1,20,20,4.0943445622221
0,-73.98771,40.72402,0,5,72,64,5.187385805840755
1,-73.77693,40.67051,211,1,74,104,4.174387269895637
0,-73.98611,40.76885,125,3,3,95,5.666426688112432
0,-73.93919,40.80985,0,4,3,61,4.68213122712422
1,-73.96463,40.75979,7,1,20,126,4.605170185988092
0,-73.97519,40.7443,127,1,9,111,5.717027701406222
1,-73.96857,40.6368,0,1,6,107,3.5553480614894135
0,-73.94045,40.84305,0,2,10,204,4.8283137373023015
0,-73.92067,40.69931,88,2,10,28,4.90527477843843
0,-73.98383,40.76578,0,3,26,95,6.212606095751519
0,-73.94303,40.83818,0,1,0,204,4.605170185988092
0,-73.95927,40.68612,136,4,112,13,5.41610040220442
0,-73.98638,40.77035,0,2,0,200,5.0106352940962555
1,-73.95846,40.7107,0,1,1,212,4.605170185988092
1,-73.90773,40.69327,362,3,8,28,4.248495242049359
1,-74.01572,40.70402,58,2,11,73,4.787491742782046
0,-74.00527,40.74049,286,1,106,207,6.396929655216146
0,-73.99229,40.7593,364,30,0,95,5.272999558563747
1,-73.88177,40.66379,89,1,43,63,3.912023005428146
0,-73.91428,40.74789,213,30,3,187,4.605170185988092
0,-73.98335,40.73857,110,3,145,86,5.594711379601839
0,-73.97225,40.67787,0,3,3,157,6.1092475827643655
0,-73.94299,40.71275,0,3,2,212,5.1647859739235145
1,-73.94941,40.77229,0,4,3,199,4.382026634673881
1,-73.96334,40.80423,8,1,23,129,4.31748811353631
0,-73.95949,40.58426,365,3,66,173,4.59511985013459
0,-73.97457,40.68701,66,3,16,80,5.0106352940962555
0,-73.98511,40.73059,323,30,0,64,5.602118820879701
0,-73.99917,40.67747,0,5,0,31,4.605170185988092
0,-74.13706,40.54639,130,30,9,90,5.19295685089021
1,-73.95522,40.63501,0,4,0,74,4.584967478670572
0,-73.89277,40.85222,322,1,10,16,5.700443573390687
1,-73.95375,40.76897,0,4,0,199,3.9889840465642745
1,-73.94924,40.65887,54,5,2,158,4.31748811353631
0,-73.9635,40.79969,0,3,4,200,5.0106352940962555
0,-73.91504,40.70173,0,3,14,28,4.48863636973214
0,-73.92972,40.68041,0,1,1,13,5.634789603169249
0,-73.96383,40.75783,148,2,146,126,4.976733742420574
1,-73.99701,40.73885,0,2,2,34,4.6913478822291435
1,-73.97113,40.69098,321,2,213,80,4.700480365792417
0,-73.94657,40.69292,319,3,27,13,5.0106352940962555
1,-73.80607,40.70848,0,1,22,22,4.248495242049359
1,-73.94314,40.83326,10,2,1,204,4.007333185232471
1,-73.93223,40.85115,160,1,4,204,5.0106352940962555
0,-73.98893,40.76323,60,2,26,95,5.521460917862246
1,-73.8227,40.7664,63,4,0,77,3.8918202981106265
1,-73.89972,40.69598,35,5,14,164,4.02535169073515
0,-73.93073,40.64172,34,2,33,60,4.442651256490317
1,-73.91177,40.69013,88,1,1,28,4.174387269895637
1,-73.91146,40.6897,61,2,8,28,4.248495242049359
2,-73.99404,40.66893,325,2,155,85,3.784189633918261
0,-73.86917,40.69006,247,2,93,52,3.5263605246161616
1,-73.98208,40.70163,0,3,13,202,4.0943445622221
0,-73.97797,40.72905,0,1,0,64,7.0431599159883405
1,-73.9554,40.73169,269,2,107,91,4.6913478822291435
0,-73.97296,40.69447,43,6,0,80,5.393627546352362
1,-73.95946,40.81193,129,3,58,129,4.700480365792417
1,-73.97971,40.68347,5,1,201,19,4.276666119016055
0,-73.97148,40.78579,129,2,25,200,5.0106352940962555
1,-73.92667,40.86182,324,1,7,102,4.605170185988092
0,-74.00745,40.73318,350,3,62,207,5.501258210544727
0,-73.96301,40.71394,213,5,0,212,5.293304824724492
1,-73.99054,40.7296,0,1,0,64,4.442651256490317
1,-73.94568,40.82077,77,2,44,94,4.31748811353631
0,-73.98311,40.67023,2,1,48,150,5.521460917862246
1,-73.9289,40.75353,0,2,16,116,4.382026634673881
1,-73.90752,40.76885,0,3,1,4,3.6888794541139363
1,-73.91329,40.70156,48,1,14,28,4.31748811353631
1,-73.99143,40.76068,0,5,0,95,4.3694478524670215
0,-73.97797,40.78206,260,4,11,200,5.799092654460526
0,-73.99501,40.6655,297,3,52,188,5.41610040220442
0,-73.95191,40.77843,0,2,1,199,5.1647859739235145
0,-73.92262,40.77407,86,2,49,4,4.8283137373023015
0,-74.0005,40.73008,0,1,0,92,6.214608098422191
0,-73.98728,40.72082,328,1,130,118,5.19295685089021
1,-73.9533,40.66891,0,2,4,51,3.912023005428146
0,-73.96573,40.75385,234,28,1,126,6.51471269087253
1,-73.99748,40.7594,365,4,10,95,5.19295685089021
1,-73.87254,40.68487,364,3,0,52,4.8283137373023015
0,-73.96217,40.76249,295,30,6,199,5.043425116919247
0,-73.98862,40.74125,0,7,0,75,5.857933154483459
0,-73.9624,40.71765,0,5,0,212,6.052089168924417
1,-73.99657,40.74896,352,1,146,34,4.442651256490317
0,-73.95526,40.77029,16,4,26,199,4.74493212836325
0,-73.94068,40.63344,360,1,2,60,4.454347296253507
1,-73.95186,40.77811,280,5,6,199,5.0106352940962555
0,-73.99231,40.73491,365,53,2,92,5.521460917862246
1,-73.95274,40.81195,363,1,17,94,5.0106352940962555
1,-73.84727,40.69584,354,1,59,163,3.6888794541139363
1,-73.97126,40.79669,338,1,12,200,4.787491742782046
0,-73.9558,40.58022,169,2,48,23,4.31748811353631
0,-73.95323,40.73164,1,1,152,91,4.174387269895637
0,-73.96526,40.75224,326,3,23,126,6.1070228877422545
1,-73.87191,40.77056,325,1,207,59,3.9512437185814275
1,-73.85717,40.73213,365,7,1,162,4.499809670330265
0,-74.0069,40.71674,208,30,0,195,5.579729825986222
0,-73.99174,40.71281,0,1,16,118,4.941642422609304
1,-73.94054,40.66703,309,1,101,51,4.174387269895637
1,-73.9618,40.68752,0,3,0,41,4.59511985013459
1,-73.96314,40.79948,0,1,5,200,4.31748811353631
1,-73.9461,40.77399,242,1,6,199,5.37989735354046
0,-73.9615,40.71685,318,2,4,212,5.298317366548036
0,-73.97932,40.77757,2,3,38,200,4.890349128221754
1,-73.92827,40.68736,255,2,131,13,4.248495242049359
1,-73.82318,40.74294,46,1,25,77,3.8918202981106265
1,-73.94531,40.7061,195,4,132,212,4.007333185232471
1,-73.79447,40.58938,3,1,62,3,3.871201010907891
0,-73.96556,40.75417,31,6,6,126,4.499809670330265
1,-73.96367,40.80309,273,1,13,129,5.0106352940962555
1,-73.96073,40.65068,37,1,83,74,3.4339872044851463
0,-73.96105,40.75991,364,30,0,199,5.075173815233827
0,-73.97887,40.77907,0,2,2,200,5.703782474656201
1,-73.93416,40.71445,0,7,0,212,4.060443010546419
0,-74.00266,40.72652,0,1,0,176,5.003946305945459
0,-73.9559,40.81858,0,4,12,94,5.0106352940962555
1,-73.92705,40.69627,7,1,1,28,3.8918202981106265
1,-73.92635,40.6863,0,1,2,13,3.9318256327243257
0,-73.98984,40.71412,12,6,5,118,4.700480365792417
1,-73.9518,40.78001,142,1,38,199,4.59511985013459
1,-73.95149,40.71052,134,2,0,212,4.0943445622221
1,-73.91006,40.70338,6,5,8,164,3.6888794541139363
1,-74.00858,40.64775,0,3,2,188,3.713572066704308
0,-73.98136,40.66493,18,1,27,180,4.8283137373023015
1,-74.01892,40.6417,137,2,0,188,4.553876891600541
1,-73.9348,40.69754,0,21,2,28,4.30406509320417
0,-73.94608,40.68341,66,3,12,13,4.941642422609304
1,-73.79241,40.7385,311,1,100,83,4.0943445622221
0,-73.92162,40.76403,355,3,116,4,5.135798437050262
